ID User,Name,Book,Review,Comment
74833069,Đỗ Hoàng,Mắt Biếc,"Just read it to be ready for the upcoming movie :)). Couldn’t undertand why people like it so much. Ha Lan is questionable, Ngan is quite romantically dumb, and poor Tra Long, her whole existence is just a replacement. The eye is not well described so i couldn’t imagine how beautiful it was. The writing style is simple and easy to read but could not trigger much feelings nor imagination. ","People love it because it's realistic. A good novel doesn't always have to have perfect characters. If you want perfect and likeable characters that much, you should read ""The Notebook"". Yes, Ngạn sounds like a loser, Hà Lan must be a utilitarian girl, Dũng is an f-boy. But that's why this story could have touched so many people- because it's realistic and it's relatable. We don't need to be gods to love, to hate, to have meaningful memories and bitter experiences. Ngạn, as I said- is just a below-average guy, but his loyal with Ha Lan is a symbol for a type of love that so many people on earth have experienced: the innocent, no self-interest emotions toward your crush, your first love. Sometimes this type of love is harmful to both of the parties, but it's love regardless and that's why Ngạn's emotions toward Hà Lan in this novel should be seen with empathy even they are not sensible at all. Hà Lan can be observed as a typical beautiful girl who changes her environment from rural to urban. Her life can turn in two directions - either to become independent and to be happy, or it can also be very painful. Nguyễn Nhật Ánh made her make a choice and we should not criticise it, but to learn from her decision's consequences. Furthermore- About Dũng, I don't think he's that bad. Yeah, he's pretty bad, but in this novel, he represents the guys who are young and have nothing to worry about life and/or financial problems. Guys like that can be carefree, heartless or to be seen by some people as cruel but it's a fact of life and there is little thing we can do about it other than protecting and improving ourselves. And lastly, Trà Long- a cute girl with all the good traits, but turns out to be just a copy or someone else's replacement. It's bitter and it's hard to accept, but again it's realistic. Trust me, if you dive deep enough into love, someday you may find yourself- or your partner just to be a replacement for a ghost of the past. But I hope that you all won't have to live a whole life in that role, and that's what Nguyễn Nhật Ánh are trying to say with us, by using Ngạn and Trà Long. So, did you see? ""Mắt biếc"" is not a perfect love story, not even a good story. But it's a great novel about the love and the life of young Vietnamese people in the 60s (or 70s). The emotions in the novel are real, and I think that not only you and me, or people nowaday but also people in the future can feel related to it. Because it's love, and love is eternal."
18680867,Lydia,Mắt Biếc,"OK THIS IS THE WORST BOOK I'VE EVER READ WOMEN'S RIGHTS-sadboy romanticizes childhood love and pines after her for the rest of his life-raises her daughter from another dude-FALLS IN LOVE WITH DAUGHTER????-leaves bc that's fucked up -other themes of like modern city life vs. tradition and love for your rural hometown, but also like dude is so uselessly sad and creepy im writing the synopsis bc no one else is going to read this book but damn! women's rights ",i'm laughing at this
52197023,Kem Tri,Mắt Biếc,Buồn. Thảm :(,"Tôi là một fan hâm mộ truyện của nhà văn Nguyễn Nhật Ánh, tôi rất thích: quán gò đi lên, hoa hồng xứ khác, bàn có 3 chổ ngồi, kính vạn hoa, mắt biết...truyện nào cũng buồn vui lẫn lộn"
74972835,Carol Do,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Không hay như tưởng tượng. Càng đọc càng thấy chán và cứ thấy dài lê thê. Cốt truyện cứ nhạt nhạt, như mấy truyện khác của NNA. Thực ra mình chỉ mới đọc có 4 cuốn của chú Ánh (kể cả cuốn này) và mình chưa cảm thấy hợp được cuốn nào. Trong truyện này, mình cứ có cảm giác tác giả cứ cố nhét vào những chi tiết gay cấn vào nhưng lại mở nút quá nhanh nên làm mình thấy cụt hứng, kiểu chưa kịp bất ngờ đã hết rồi. Và truyện nó cứ bị ảo ảo, kiểu như bị làm quá lên ấy. Lúc đầu mình thấy rất cảm động tình ",Làm sao có thể đọc được vậy??? Tui ko đọc đc
41936065,Huyền,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Không hay như tưởng tượng. Càng đọc càng thấy chán và cứ thấy dài lê thê. Cốt truyện cứ nhạt nhạt, như mấy truyện khác của NNA. Thực ra mình chỉ mới đọc có 4 cuốn của chú Ánh (kể cả cuốn này) và mình chưa cảm thấy hợp được cuốn nào. Trong truyện này, mình cứ có cảm giác tác giả cứ cố nhét vào những chi tiết gay cấn vào nhưng lại mở nút quá nhanh nên làm mình thấy cụt hứng, kiểu chưa kịp bất ngờ đã hết rồi. Và truyện nó cứ bị ảo ảo, kiểu như bị làm quá lên ấy. Lúc đầu mình thấy rất cảm động tình ","Carol wrote: ""Làm sao có thể đọc được vậy??? Tui ko đọc đc""Mình đọc sách giấy bạn à :)))"
67786939,Lala Nguyen,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Không hay như tưởng tượng. Càng đọc càng thấy chán và cứ thấy dài lê thê. Cốt truyện cứ nhạt nhạt, như mấy truyện khác của NNA. Thực ra mình chỉ mới đọc có 4 cuốn của chú Ánh (kể cả cuốn này) và mình chưa cảm thấy hợp được cuốn nào. Trong truyện này, mình cứ có cảm giác tác giả cứ cố nhét vào những chi tiết gay cấn vào nhưng lại mở nút quá nhanh nên làm mình thấy cụt hứng, kiểu chưa kịp bất ngờ đã hết rồi. Và truyện nó cứ bị ảo ảo, kiểu như bị làm quá lên ấy. Lúc đầu mình thấy rất cảm động tình ","Chuyện của Bác Ánh, các tình tiết lẫn suy nghĩ của nhân vật như được làm quá hơn mấy lần í. Chắc Huyền ko hợp rồi. Đây thì vì dễ thương và đáng yêu nên có thể bỏ qua được hahaaa"
41936065,Huyền,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Không hay như tưởng tượng. Càng đọc càng thấy chán và cứ thấy dài lê thê. Cốt truyện cứ nhạt nhạt, như mấy truyện khác của NNA. Thực ra mình chỉ mới đọc có 4 cuốn của chú Ánh (kể cả cuốn này) và mình chưa cảm thấy hợp được cuốn nào. Trong truyện này, mình cứ có cảm giác tác giả cứ cố nhét vào những chi tiết gay cấn vào nhưng lại mở nút quá nhanh nên làm mình thấy cụt hứng, kiểu chưa kịp bất ngờ đã hết rồi. Và truyện nó cứ bị ảo ảo, kiểu như bị làm quá lên ấy. Lúc đầu mình thấy rất cảm động tình ","Lala wrote: ""Chuyện của Bác Ánh, các tình tiết lẫn suy nghĩ của nhân vật như được làm quá hơn mấy lần í. Chắc Huyền ko hợp rồi. Đây thì vì dễ thương và đáng yêu nên có thể bỏ qua được hahaaa""Ừ, chắc vậy. Chắc tại mình hơi nghiêm túc. :))"
30337431,Hung Nguy,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Không hay như tưởng tượng. Càng đọc càng thấy chán và cứ thấy dài lê thê. Cốt truyện cứ nhạt nhạt, như mấy truyện khác của NNA. Thực ra mình chỉ mới đọc có 4 cuốn của chú Ánh (kể cả cuốn này) và mình chưa cảm thấy hợp được cuốn nào. Trong truyện này, mình cứ có cảm giác tác giả cứ cố nhét vào những chi tiết gay cấn vào nhưng lại mở nút quá nhanh nên làm mình thấy cụt hứng, kiểu chưa kịp bất ngờ đã hết rồi. Và truyện nó cứ bị ảo ảo, kiểu như bị làm quá lên ấy. Lúc đầu mình thấy rất cảm động tình ","A thấy truyện của bác Ánh đọc tầm cấp 2, đầu cấp 3 là hạp nhất. Sau cái tuổi ấy là gần như biết rằng bác viết thì vẫn hay đấy, nhưng đọc thì không còn vào nổi nữa =)))"
41936065,Huyền,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Không hay như tưởng tượng. Càng đọc càng thấy chán và cứ thấy dài lê thê. Cốt truyện cứ nhạt nhạt, như mấy truyện khác của NNA. Thực ra mình chỉ mới đọc có 4 cuốn của chú Ánh (kể cả cuốn này) và mình chưa cảm thấy hợp được cuốn nào. Trong truyện này, mình cứ có cảm giác tác giả cứ cố nhét vào những chi tiết gay cấn vào nhưng lại mở nút quá nhanh nên làm mình thấy cụt hứng, kiểu chưa kịp bất ngờ đã hết rồi. Và truyện nó cứ bị ảo ảo, kiểu như bị làm quá lên ấy. Lúc đầu mình thấy rất cảm động tình ","Hung wrote: ""A thấy truyện của bác Ánh đọc tầm cấp 2, đầu cấp 3 là hạp nhất. Sau cái tuổi ấy là gần như biết rằng bác viết thì vẫn hay đấy, nhưng đọc thì không còn vào nổi nữa =)))""Vâng ạ. ^^"
14438322,Cu Lì,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Không hay như tưởng tượng. Càng đọc càng thấy chán và cứ thấy dài lê thê. Cốt truyện cứ nhạt nhạt, như mấy truyện khác của NNA. Thực ra mình chỉ mới đọc có 4 cuốn của chú Ánh (kể cả cuốn này) và mình chưa cảm thấy hợp được cuốn nào. Trong truyện này, mình cứ có cảm giác tác giả cứ cố nhét vào những chi tiết gay cấn vào nhưng lại mở nút quá nhanh nên làm mình thấy cụt hứng, kiểu chưa kịp bất ngờ đã hết rồi. Và truyện nó cứ bị ảo ảo, kiểu như bị làm quá lên ấy. Lúc đầu mình thấy rất cảm động tình ","Cá nhân mình thì thấy truyện của bác Ánh khi viết về tuổi mới lớn sẽ hay hơn truyện dành cho thiếu nhi, điển hình là còn chút gì để nhớ, đi qua hoa cúc, trại hoa vàng..."
41936065,Huyền,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Không hay như tưởng tượng. Càng đọc càng thấy chán và cứ thấy dài lê thê. Cốt truyện cứ nhạt nhạt, như mấy truyện khác của NNA. Thực ra mình chỉ mới đọc có 4 cuốn của chú Ánh (kể cả cuốn này) và mình chưa cảm thấy hợp được cuốn nào. Trong truyện này, mình cứ có cảm giác tác giả cứ cố nhét vào những chi tiết gay cấn vào nhưng lại mở nút quá nhanh nên làm mình thấy cụt hứng, kiểu chưa kịp bất ngờ đã hết rồi. Và truyện nó cứ bị ảo ảo, kiểu như bị làm quá lên ấy. Lúc đầu mình thấy rất cảm động tình ","Cu wrote: ""Cá nhân mình thì thấy truyện của bác Ánh khi viết về tuổi mới lớn sẽ hay hơn truyện dành cho thiếu nhi, điển hình là còn chút gì để nhớ, đi qua hoa cúc, trại hoa vàng...""Mình sẽ thử tìm đọc tiếp xem sao. ^^"
93854004,Dang Quoc Hung,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Không hay như tưởng tượng. Càng đọc càng thấy chán và cứ thấy dài lê thê. Cốt truyện cứ nhạt nhạt, như mấy truyện khác của NNA. Thực ra mình chỉ mới đọc có 4 cuốn của chú Ánh (kể cả cuốn này) và mình chưa cảm thấy hợp được cuốn nào. Trong truyện này, mình cứ có cảm giác tác giả cứ cố nhét vào những chi tiết gay cấn vào nhưng lại mở nút quá nhanh nên làm mình thấy cụt hứng, kiểu chưa kịp bất ngờ đã hết rồi. Và truyện nó cứ bị ảo ảo, kiểu như bị làm quá lên ấy. Lúc đầu mình thấy rất cảm động tình ",tui ko dc doc dc
41936065,Huyền,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Không hay như tưởng tượng. Càng đọc càng thấy chán và cứ thấy dài lê thê. Cốt truyện cứ nhạt nhạt, như mấy truyện khác của NNA. Thực ra mình chỉ mới đọc có 4 cuốn của chú Ánh (kể cả cuốn này) và mình chưa cảm thấy hợp được cuốn nào. Trong truyện này, mình cứ có cảm giác tác giả cứ cố nhét vào những chi tiết gay cấn vào nhưng lại mở nút quá nhanh nên làm mình thấy cụt hứng, kiểu chưa kịp bất ngờ đã hết rồi. Và truyện nó cứ bị ảo ảo, kiểu như bị làm quá lên ấy. Lúc đầu mình thấy rất cảm động tình ","Dang Quoc Hung wrote: ""tui ko dc doc dc""Mình đọc sách giấy bạn ơi, Goodreads chỉ là trang để review sách thôi bạn ạ."
91856337,Dao Nguyen Nhan,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Không hay như tưởng tượng. Càng đọc càng thấy chán và cứ thấy dài lê thê. Cốt truyện cứ nhạt nhạt, như mấy truyện khác của NNA. Thực ra mình chỉ mới đọc có 4 cuốn của chú Ánh (kể cả cuốn này) và mình chưa cảm thấy hợp được cuốn nào. Trong truyện này, mình cứ có cảm giác tác giả cứ cố nhét vào những chi tiết gay cấn vào nhưng lại mở nút quá nhanh nên làm mình thấy cụt hứng, kiểu chưa kịp bất ngờ đã hết rồi. Và truyện nó cứ bị ảo ảo, kiểu như bị làm quá lên ấy. Lúc đầu mình thấy rất cảm động tình ",Truyen dai thiet
41936065,Huyền,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Không hay như tưởng tượng. Càng đọc càng thấy chán và cứ thấy dài lê thê. Cốt truyện cứ nhạt nhạt, như mấy truyện khác của NNA. Thực ra mình chỉ mới đọc có 4 cuốn của chú Ánh (kể cả cuốn này) và mình chưa cảm thấy hợp được cuốn nào. Trong truyện này, mình cứ có cảm giác tác giả cứ cố nhét vào những chi tiết gay cấn vào nhưng lại mở nút quá nhanh nên làm mình thấy cụt hứng, kiểu chưa kịp bất ngờ đã hết rồi. Và truyện nó cứ bị ảo ảo, kiểu như bị làm quá lên ấy. Lúc đầu mình thấy rất cảm động tình ","Dao Nguyen Nhan wrote: ""Truyen dai thiet""Thực ra nếu xét về độ dài thì theo mình truyện này cũng ngắn thôi, nhưng chắc vì không thích nên mình cảm thấy nó dài lê thê. ^^"
105943195,Luu Do Tuan,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Không hay như tưởng tượng. Càng đọc càng thấy chán và cứ thấy dài lê thê. Cốt truyện cứ nhạt nhạt, như mấy truyện khác của NNA. Thực ra mình chỉ mới đọc có 4 cuốn của chú Ánh (kể cả cuốn này) và mình chưa cảm thấy hợp được cuốn nào. Trong truyện này, mình cứ có cảm giác tác giả cứ cố nhét vào những chi tiết gay cấn vào nhưng lại mở nút quá nhanh nên làm mình thấy cụt hứng, kiểu chưa kịp bất ngờ đã hết rồi. Và truyện nó cứ bị ảo ảo, kiểu như bị làm quá lên ấy. Lúc đầu mình thấy rất cảm động tình ",lam the nao ma doc duoc vay ??????
41936065,Huyền,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Không hay như tưởng tượng. Càng đọc càng thấy chán và cứ thấy dài lê thê. Cốt truyện cứ nhạt nhạt, như mấy truyện khác của NNA. Thực ra mình chỉ mới đọc có 4 cuốn của chú Ánh (kể cả cuốn này) và mình chưa cảm thấy hợp được cuốn nào. Trong truyện này, mình cứ có cảm giác tác giả cứ cố nhét vào những chi tiết gay cấn vào nhưng lại mở nút quá nhanh nên làm mình thấy cụt hứng, kiểu chưa kịp bất ngờ đã hết rồi. Và truyện nó cứ bị ảo ảo, kiểu như bị làm quá lên ấy. Lúc đầu mình thấy rất cảm động tình ","Luu Do Tuan wrote: ""lam the nao ma doc duoc vay ??????""Mình đọc sách giấy ạ."
119426940,Hoàng Anh,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Không hay như tưởng tượng. Càng đọc càng thấy chán và cứ thấy dài lê thê. Cốt truyện cứ nhạt nhạt, như mấy truyện khác của NNA. Thực ra mình chỉ mới đọc có 4 cuốn của chú Ánh (kể cả cuốn này) và mình chưa cảm thấy hợp được cuốn nào. Trong truyện này, mình cứ có cảm giác tác giả cứ cố nhét vào những chi tiết gay cấn vào nhưng lại mở nút quá nhanh nên làm mình thấy cụt hứng, kiểu chưa kịp bất ngờ đã hết rồi. Và truyện nó cứ bị ảo ảo, kiểu như bị làm quá lên ấy. Lúc đầu mình thấy rất cảm động tình ","Đây là cuốn đầu tiên mình đọc của bác NNA. 2/3 cuốn sách mình cảm thấy rất thích thú, nhiều đoạn hài hước, vui vẻ. Nhưng đến đoạn cu Tường bị đánh và đoạn công chúa là thấy nản nản, ko còn sức hấp dẫn, kiểu như bác Ánh đang gom góp lại để đi tới phần kết bài vậy. Nói chung mình chấm 3 sao"
110096391,Trann Diepp,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Không hay như tưởng tượng. Càng đọc càng thấy chán và cứ thấy dài lê thê. Cốt truyện cứ nhạt nhạt, như mấy truyện khác của NNA. Thực ra mình chỉ mới đọc có 4 cuốn của chú Ánh (kể cả cuốn này) và mình chưa cảm thấy hợp được cuốn nào. Trong truyện này, mình cứ có cảm giác tác giả cứ cố nhét vào những chi tiết gay cấn vào nhưng lại mở nút quá nhanh nên làm mình thấy cụt hứng, kiểu chưa kịp bất ngờ đã hết rồi. Và truyện nó cứ bị ảo ảo, kiểu như bị làm quá lên ấy. Lúc đầu mình thấy rất cảm động tình ",doc sao vây?
63614754,Bánh Ít Nhân Thịt,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"mình khá ngạc nhiên là mình thích cuốn này hơn mình nghĩ ( về trước đấy có nhiều bạn cx chê cuốn này hơi nhạt) nên mình khá ngạc nhiên là cuốn này không hề nhạt như nhiều người vẫn đồn, có rất nhiều chi tiết hay trong truyện và sâu sắc trong truyện này, sâu sắc theo một cách rất người lớn mà khiến cho cuốn này có sự khác biệt nhất định so với các tác phẩm khác của bác ánh. Lúc đọc 2/3 cuốn này mình nghĩ cuốn này xứng đáng 4 sao những vẫn giống như truyện Cho tôi một vé đi tuổi thơ, mình K THÍCH ","Em đọc quyển này hồi nó mới ra nè, sao em nhớ ai hồi đó cũng khen hay hết á :v gần đây mới chê thôi. Em thấy trong các tác phẩm sau này của NNA em đã đọc thì quyển này hay nhất.Mà công nhận khúc cuối giống phim đài loan vãi chưởng :))) quyển này với quyển sau là Ngồi khóc trên cây, NNA giống như bị xem nhiều phim đài loan quá."
81770848,Hà Khuất,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"mình khá ngạc nhiên là mình thích cuốn này hơn mình nghĩ ( về trước đấy có nhiều bạn cx chê cuốn này hơi nhạt) nên mình khá ngạc nhiên là cuốn này không hề nhạt như nhiều người vẫn đồn, có rất nhiều chi tiết hay trong truyện và sâu sắc trong truyện này, sâu sắc theo một cách rất người lớn mà khiến cho cuốn này có sự khác biệt nhất định so với các tác phẩm khác của bác ánh. Lúc đọc 2/3 cuốn này mình nghĩ cuốn này xứng đáng 4 sao những vẫn giống như truyện Cho tôi một vé đi tuổi thơ, mình K THÍCH ",ôi true e ơi đọc đoạn kết chị kiểu.... wth :))) là một ẩn ý quá cao siêu của bác mà chị k hiểu đc hay nó bị drama một cách quá đà ??
119426940,Hoàng Anh,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"mình khá ngạc nhiên là mình thích cuốn này hơn mình nghĩ ( về trước đấy có nhiều bạn cx chê cuốn này hơi nhạt) nên mình khá ngạc nhiên là cuốn này không hề nhạt như nhiều người vẫn đồn, có rất nhiều chi tiết hay trong truyện và sâu sắc trong truyện này, sâu sắc theo một cách rất người lớn mà khiến cho cuốn này có sự khác biệt nhất định so với các tác phẩm khác của bác ánh. Lúc đọc 2/3 cuốn này mình nghĩ cuốn này xứng đáng 4 sao những vẫn giống như truyện Cho tôi một vé đi tuổi thơ, mình K THÍCH ","Mình đọc cuốn này vì mình xem trên youtube của Hà, đây là cuốn đầu tiên mình đọc của bác NNA ( mình đã mua top 4 cuốn Hà recommend). Mình đọc say sưa quên cả thời gian, nhiều đoạn thích thú, hài hước, phê phê rợn da gà... nhưng tới đoạn công chua thấy oải quá, ko còn sức hấp dẫn, cứ như bác Ánh đang gom góp một cách miễn cưỡng để đi đến cái kết vậy. Ps: mình gia nhập goodread và nghe nhạc lofi theo một video trên youtube của Hà đấy. Bình luận nhiều trên youtube rồi mà ko đc rep bao giờ 😢😢😢"
46296321,Nguyễn Quang Vũ,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Đọc xong truyện này mình nghĩ ngay ra câu nói của mẹ mình hay nói "" Tao ngày xưa sống khổ, đâu được sướng như chúng mày bj"". Kỳ thực thì mỗi thời có cái vui, trẻ con, người lớn đều có được trải nghiệm theo cách riêng. Miễn là mình cảm thấy vừa lòng tất yếu sẽ được hạnh phúc. Rồi tất cả sẽ đều thấy hoa vàng trên cỏ xanh!","Rate hẳn 4 sao :D Uh, cũng được :D"
51745689,Nguyễn Thùy Linh,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Đọc xong truyện này mình nghĩ ngay ra câu nói của mẹ mình hay nói "" Tao ngày xưa sống khổ, đâu được sướng như chúng mày bj"". Kỳ thực thì mỗi thời có cái vui, trẻ con, người lớn đều có được trải nghiệm theo cách riêng. Miễn là mình cảm thấy vừa lòng tất yếu sẽ được hạnh phúc. Rồi tất cả sẽ đều thấy hoa vàng trên cỏ xanh!",4 sao là do xem cả phim nữa.
46612258,Chí công,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Đọc xong truyện này mình nghĩ ngay ra câu nói của mẹ mình hay nói "" Tao ngày xưa sống khổ, đâu được sướng như chúng mày bj"". Kỳ thực thì mỗi thời có cái vui, trẻ con, người lớn đều có được trải nghiệm theo cách riêng. Miễn là mình cảm thấy vừa lòng tất yếu sẽ được hạnh phúc. Rồi tất cả sẽ đều thấy hoa vàng trên cỏ xanh!","Sau khi đọc truyện thì mình xem phim thấy hụt hẫng quá, chưa bộc lộ được nét tự nhiên"
28912446,Minh Chí,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Đọc xong truyện này mình nghĩ ngay ra câu nói của mẹ mình hay nói "" Tao ngày xưa sống khổ, đâu được sướng như chúng mày bj"". Kỳ thực thì mỗi thời có cái vui, trẻ con, người lớn đều có được trải nghiệm theo cách riêng. Miễn là mình cảm thấy vừa lòng tất yếu sẽ được hạnh phúc. Rồi tất cả sẽ đều thấy hoa vàng trên cỏ xanh!",Ra rạp xem phim cũng vì quá thích tác phẩm :D
67957868,Ngô Hoàng,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"
Ông chỉ giơ mũi kiếm lên gại gại chỗ bắp chân, chắc có con côn trùng nào đó chích ông... 
Đến tận dòng cuối cùng của cuốn truyện, dễ thương vẫn không ""buông tha"" người đọc. Truyện có rất nhiều chi tiết, nhân vật để phân tích, để nêu cảm nghĩ nhưng ấn tượng với mình nhất vẫn là tình cảm, sự tương tác được bác Ánh xây dựng xuất sắc giữa hai anh em Thiều - Tường trong truyện.Thiều - nhân vật chính, một cậu nhóc tuổi mới lớn đang hào hứng phăm phăm bước qua thế giới của người lớn nhưng rồi bỗng n",cảm ơn nhận xét này của bạn
42848392,Ngoc Nguyen,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,Sao em k đọc đc nhỉ?? Em mới dùg :(( ,Đây là web cho người đọc truyện chứ ko phải để đọc nhá =)))
42894852,Tea,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,Sao em k đọc đc nhỉ?? Em mới dùg :(( ,":(( thế ạ, em kb"
42894852,Tea,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,Sao em k đọc đc nhỉ?? Em mới dùg :(( ,":(( thế ạ, em kb"
