"Câu chuyện về một mùa hè ngọt ngào, những trò chơi nghịch ngợm và bâng khuâng tình cảm tuổi mới lớn. Chỉ vậy thôi nhưng chứng tỏ tác giả đúng là nhà kể chuyện hóm hỉnh, khiến đọc cuốn hút từ tựa đến trang cuối cùng, có lẽ chính vì giọng văn giản dị và trong trẻo của Nguyễn Nhật Ánh, và kết thúc thì có hậu đầy thuyết phục. Câu chuyện cho tuổi học trò, đọc xong là thấy ngập ",['Nguyễn Nhật Ánh']
"Chuyện diễn ra ở quán Đo Đo, quán ăn do tác giả sáng lập để nhớ quê nhà, nơi có chợ Đo Đo – chỗ Quán Gò đi lên ấy. Bởi thế, trong câu truyện tràn ngập những nỗi nhớ, nhớ món ăn, nhớ giọng nói, nhớ thói quen, nhớ kỉ niệm… Dẫu là câu chuyện ngập tràn nỗi nhớ, vẫn nghe trong đó những tiếng cười rất vui.","['Đo Đo', 'Đo Đo', 'Quán', 'Gò', 'Dẫu']"
"Cuốn Đi Qua Hoa Cúc là tập truyện dài của Nguyễn Nhật Ánh, mở đầu câu truyện tác giả kể lại tuổi ấu thơ hồn nhiên của nhân vật trong truyện, kết hợp với tả cảnh ở miền quê, những ngôi nhà nằm dọc hai bên đường đá sỏi dọc theo hai bên hàng dâm bụt và cả cây sứ cây bàng tỏa bóng mát, tỏa hương thơm trước sân nhà. Một nét vẽ nên thơ thật đầm ấm ở một vùng quê xa xôi tác giả d","['Hoa Cúc', 'Nguyễn Nhật Ánh']"
"Đảo Mộng mơ là một lát cắt đời sống của những đứa trẻ lên 10 giàu trí tưởng tượng như tất cả mọi đứa trẻ. Chúng mơ mộng, tưởng tượng, và tự làm ""hiện thực hóa"" những khao khát của mình.Câu chuyện bắt đầu từ một đống cát, và được diễn ra theo nhân vật tôi - cu Tin. Có một hòn đảo hoang, trên đảo có Chúa đảo, phu nhân Chúa đảo, và một chàng Thứ... Bảy. Hàng ngày vợ chồng Chú","['Tin', 'Bảy', 'Chú']"
"Kính vạn hoa là một bộ truyện dài nhiều tập của nhà văn Nguyễn Nhật Ánh. Bộ truyện gồm 54 tập truyện mang tính hài hước kể về những chuyện vui buồn trong giới học trò, những trò nghịch ngợm, những trò chơi thú vị, những bài học cuộc sống sâu sắc và đầy ý nghĩa. Những nhân vật chính là Quý ròm, nhỏ Hạnh, Tiểu Long cùng các nhân vật khác. Mỗi tập là một câu chuyện khác nhau ","['Nguyễn Nhật Ánh', 'Quý', 'Hạnh', 'Tiểu Long']"
"Truyện dài Cây Chuối Non Đi Giày Xanh của nhà văn Nguyễn Nhật Ánh vẫn như bao cuốn sách khác của tác giả, đầy ắp con chữ mang đến niềm vui, niềm hy vọng và hạnh phúc. Để dành tặng cho các bạn trẻ, và những ai từng qua tuổi ấu thơ. Cuốn truyện lần này kể về kỷ niệm, bởi ""kỷ niệm bao giờ cũng đẹp và đặc biệt là không biết phản bội."" Những kỷ niệm ấy có thể là nỗi sợ trẻ con ","['Cây', 'Chuối', 'Non', 'Giày Xanh', 'Nguyễn Nhật Ánh']"
"Con Chó Nhỏ Mang Giỏ Hoa Hồng là tác phẩm mới nhất của nhà văn chuyên viết cho thanh thiếu niên Nguyễn Nhật Ánh, nối tiếp sau Bảy bước tới mùa hè, Tôi thấy hoa vàng trên cỏ xanh… gây sóng gió thị trường sách năm 2015. 5 chương sách với 86 câu chuyện cực kỳ thú vị và hài hước về 5 con chó 5 loài 5 tính cách trong 1 gia đình có 3 người đều yêu chúng nhưng theo từng cách riên","['Nhỏ', 'Mang', 'Giỏ', 'Hoa Hồng', 'Nguyễn Nhật Ánh', 'Bảy']"
"Hẳn bạn đọc ở lứa tuổi học trò đã từng quen thuộc với tác giả Nguyễn Nhật Anh với những truyện ngắn và truyện dài đậm chất học trò như: Trại hoa vàng, Chú bé rắc rối, Phòng trọ ba người, Bồ câu không đưa thư, Những chàng trai xấu tính, Cô gái đến từ hôm qua, Trước vòng chung kết, Hạ đỏ, Hoa hồng xứ khác, Buổi chiều Windows, Ut Quyên và tôi... Với lối viết dung dị và cách c","['Nguyễn Nhật Anh', 'Windows', 'Ut Quyên']"
"Câu chuyện bắt đầu từ lá thư làm quen để trong học bàn của Thục, trong bộ ba Xuyến, Thục, Cúc Hương. Lá thư chân tình đã thu hút sự tò mò của bộ ba, và họ bị cuốn hút vào trò chơi với người giấu mặt, dần hồi kéo theo Phán củi, anh chàng xấu xí vụng về của lớp làm quân sư và giúp xướng họa thơ. Cuộc truy tìm dẫn mọi người đến nhiều hiểu lầm tai hại và cả những bất ngờ thú v","['Thục', 'Xuyến', 'Thục', 'Cúc Hương', 'Phán']"
"Mở cuốn sách mới của tác giả Nguyễn Nhật Ánh, bạn sẽ gặp những cái tên quen thuộc của những người nổi tiếng ngay trang 5 trang trọng đề tặng “các bạn văn hữu”: nhà thơ Bùi Chí Vinh, Phạm Sỹ Sáu, Lê Minh Quốc, nhà văn Nguyễn Đông Thức, nhà phê bình Huỳnh Như Phương, nhà báo Nguyễn Công Khế, Kim Hạnh, … Tuổi niên thiếu của “những thằng quỷ nhỏ” trong truyện có gắn gì với họ ","['Nguyễn Nhật Ánh', 'Bùi Chí Vinh', 'Phạm Sỹ Sáu', 'Lê Minh Quốc', 'Nguyễn Đông Thức', 'Huỳnh Như Phương', 'Nguyễn Công Khế', 'Kim Hạnh']"
"Kể về mối tình đầu trong sáng của một cậu học trò dành cho một cô gái quê 16 tuổi trong dịp về quê nghỉ hè, và những việc làm cao đẹp của cậu cho em bé quê chân chất chịu nhiều thiệt thòi ở nông thôn. Chuyện nhiều hình ảnh, dễ thương và trong sáng… vẫn không thiếu những “pha” thú vị cho ta những tiếng cười sảng khoái.",[]
"Cảm ơn người lớn - một áng văn lãng mạn trong giọng hài hước đặc biệt “dành cho trẻ em, và những ai từng là trẻ em”..Bạn sẽ gặp lại Mùi, Tủn, Tí sún, Hải cò… của Cho tôi xin một vé đi tuổi thơ, cùng chơi những trò chơi quen thuộc, và được đắm mình vào những ước mơ điên rồ, ngốc nghếch nhưng trong veo của tuổi mới lớn hồn nhiên và đầy ắp dự định.Và cả khi họ đã trưởng thành","['Mùi', 'Tủn', 'Tí', 'Hải', 'Cho']"
"Truyện dài đặc sắc nhất của Nguyễn Nhật Ánh. Tập truyện được sinh viên học sinh rất đỗi say mê. Bởi sự dí dỏm, bởi tình người, bởi những hình ảnh rất học sinh, rất áo trắng. Hãy làm quen với Thằng quỷ nhỏ vẩy tai lừa có cái tên con gái là Quỳnh… cùng những người bạn dễ thương khác như Hạnh, Nga…","['Nguyễn Nhật Ánh', 'Tập', 'Quỳnh', 'Hạnh', 'Nga']"
"""Tôi mặc chiếc quần vía của Bá, dây nịt của Hòa, xỏ đôi giày mới mua của Ngữ. Thằng Nghị thì đưa cho tôi mượn chiếc đồng hồ Seiko và chiếc Honda của nó. Nói tóm lại, ngày tôi đến với mối tình đầu, chỉ có chiếc áo sơ mi là của chính tôi, nếu không kể trái tim đang đánh lô tô trong ngực. Vậy đó, tôi đi.""(Trích Hoa Hồng Xứ Khác)","['Bá', 'Hòa', 'Ngữ', 'Nghị', 'Seiko', 'Trích', 'Hoa Hồng', 'Xứ', 'Khác']"
"Vì hoàn cảnh, Thường phải giúp mẹ bằng nghề bán kẹo kéo ngoài giờ học và làm quen với cuộc sống trên đường phố. Ở đó cậu đánh bạn với những người nghèo và hiểu thêm nhiều điều không có trong sách và nhà trường. Cô bé bán bong bóng Tài Khôn hồn nhiên và nhiều ước mơ cũng thường giúp đỡ Thường thoát khỏi mặc cảm nhà nghèo và sống tự tin.","['Tài', 'Thường']"
"Phòng trọ ba người là nơi dành cho ba chàng sinh viên Chuyên, Nhiệm, và Mẫn trú ngụ, là nơi họ chia sẻ việc học hành, những trò nghịch ngợm và chia sẻ cả những buồn vui trong đời sống tình cảm. Mẫn, chàng trai nhút nhát vốn quan niệm tình yêu là thứ “ xa xỉ phẩm”, đến lúc phải dựng lên vở kịch tình yêu với sự trợ sức của Thu Thảo, cô học trò tinh nghịch của anh. Trò chơi t","['Chuyên', 'Nhiệm', 'Mẫn', 'Thu Thảo']"
"Truyện lấy khung cảnh phòng thu máy vi tính của một công ty trách nhiệm hữu hạn, nơi bộ ba nữ sinh vui nhộn và nghịch ngợm Xuyến, Thục, Cúc Hương bạo gan xin đến làm nhân viên vi tính( tạm thời trong thời gian hè) trong khi chưa biết tí gì về tin học. Truyện mô tả mối tình mộng mơ của tuổi mới lớn. Tất nhiên, nhưng mối tình đơn phương vẩn vơ sẽ vỡ tan vì không có cơ sở thự","['Truyện', 'Xuyến', 'Thục', 'Cúc Hương', 'Truyện']"
"Những câu chuyện về nhóm bạn học sinh năm đầu cấp 3 với bao kỷ niệm vui buồn hờn giận, bao nhiêu trò tinh nghịch của tuổi mới lớn. Với những Hạt tiêu, Tóc ngắn, Hột mít, Bảnh trai, Răng chuột, Mặt mụn… đã tạo nên không khí của một lớp học thật dễ thương với bao nhiêu tình cảm yêu thương, cảm động và gần gũi. Đây là sách mới nhất của tác giả viết về tuổi áo trắng mộng mơ và","['Hột', 'Răng']"
"Đọc tựa cuốn sách mới nhất của nhà văn Nguyễn Nhật Ánh là muốn mở ngay trang sách. Bạn sẽ thấy một thứ ngôn ngữ lạ của Hàn Quốc hay của nước nào tùy bạn đoán, Gô un un là Chào buổi sáng; Un gô gô là Chúc ngủ ngon, và nữa, Chiếp un un; Ăng gô gô; Chiếp chiếp gô…Sau chó Bê Tô, rồi Hai con mèo ngồi bên cửa sổ, nhà văn viết về một cặp heoNhân vật chính là hai con heo con, Lọ N","['Nguyễn Nhật Ánh', 'Hàn Quốc', 'Gô', 'Chào', 'Un', 'Chúc', 'Chiếp', 'Ăng', 'Bê Tô', 'Lọ', 'N']"
"Một sự bất ngờ, Gia được cử về làm giáo viên chủ nhiệm lớp Xuyến, Thục, Cúc Hương. Ba cô hoảng hồn vì thời gian qua đã “hành hạ” Gia bằng đủ trò nghịch ngợm của mình. Hùng quăn không dám đến lớp vì đã có lần đón đường ném đá Gia gây thương tích. Không chịu nổi người dượng ghẻ. Hùng bỏ nhà ra đi. Với tấm lòng cao thượng. Gia đón Hùng về nhà ở chung với mình. Cuối cùng ba cô","['Gia', 'Xuyến', 'Thục', 'Cúc Hương', 'Gia', 'Hùng', 'Hùng', 'Hùng']"
"Từ những lần gặp gỡ thường xuyên ở hồ bơi, có một cuộc chiến tranh tưởng bùng nổ giữa hai chàng trai vốn là “chiến hữu”. Tất cả chỉ là vì một cô gái có hành tung khó hiểu và tính nết thay đổi liên tục. Sự hiểu lầm ấy may thay không kéo dài lâu quá, bởi vì sau cùng hai chàng trai xấu tính ấy hiểu ra, họ đang yêu hai chị em sinh đôi.",[]
"Một câu chuyện giản dị, chứa đầy bất ngờ cho tới trang cuối cùng. Và đẹp lộng lẫy, vì lòng vị tha và tình yêu thương, khiến mắt rưng rưng vì một nỗi mừng vui hân hoan. Cuốn sách như một đốm lửa thắp lên lòng khát khao sống tốt trên đời.Viết về điều tốt đã không dễ, viết sao cho người đọc có thể đón nhận đầy cảm xúc tích cực, và muốn được hưởng, được làm những điều tốt dù n",[]
"Khoa từ quê ra thành phố học, tấp tểnh làm thơ được đăng báo và bắt đầu nổi tiếng trong giới học sinh. Nhờ thế, Khoa được các bạn trai trong lớp hâm mộ, nhờ làm thơ tặng em gái mình, thực tế là dùng thơ ấy tặng bạn gái hoặc người yêu. Run rủi thế nào, những bài thơ ấy được truyền tay qua một con đường vòng nào đó lại đến tay Quyên, cô gái mà Khoa thầm yêu trộm nhớ và những","['Khoa', 'Khoa', 'Quyên', 'Khoa']"
"Khi dọn về ngôi nhà mới, Kha có một cô bạn nghèo sống trong ngõ hẻm gần đó. Khu vườn và ngôi biệt thự mà cha mẹ Kha được cấp không ngờ là nơi quen thuộc của Hồng Hoa, cứ như cô ấy đã gắn bó với nó từ lâu rồi. Vì thế, dù bị chủ nhà mới ngăn cấm, cô vẫn lén lút tìm vào khu vườn, để rồi gặp phải tai nạn... Và…","['Kha', 'Kha', 'Hồng Hoa', 'Và']"
"Tập truyện ngắn với 12 câu chuyện là 12 niềm vui, 12 kỉ niệm dễ thương, 12 bài học giản dị mà sâu sắc… Gặp trong tập truyện này những hình ảnh rất dễ thương, những lời thoại rất học trò…",['Tập']
"Không biết các bạn như thế nào, chứ tôi thì tôi chưa từng lo cho ai bao giờ. Tôi lo cho chính tôi còn chưa xong nữa là. (mới mở đầu truyện thì nhân vật chính đã tâm sự như vậy rồi, nghe thấy RẮC RỐI). Thực sự thì làm sao, vẫn là giọng văn “đọc tức cười”, cách thắt nút, mở nút đầy bất ngờ của tác giả dẫn ta đi hết rắc rối này đến rắc rối khác. Đọc rắc rối nhưng mà thấy thú ",['RẮC RỐI']
"Tạp văn của Nguyễn Nhật Ánh không chỉ luận bàn về mì Quảng. Anh nói đủ mọi thứ trên trời dưới bể. Từ món ăn đến thư pháp, từ sân khấu đến điện ảnh, từ chuyện ở nhà đến chuyện cơ quan, từ chuyện siêu thị đến chuyện phố xá, từ chuyện Sài Gòn đến chuyện miền Tây... Anh luận bàn đủ thứ: từ lớn đến nhỏ, từ đồ giả đến cuộc náo loạn Hollywood, từ quạt Cophaco đến quạt Ba Tiêu... ","['Nguyễn Nhật Ánh', 'Quảng', 'Sài Gòn', 'Tây', 'Hollywood', 'Cophaco', 'Ba Tiêu']"
Phần 1: Pho tượng của Batalon (5 quyển)Phần 2: Biến cố ở trường Đămri (7 quyển)Phần 3: Chủ nhân núi Lưng Chừng (8 quyển)Phần 4: Báu vật ở lâu đài K’Rahlan (8 quyển),"['Batalon', 'Phần', 'Đămri', 'Phần', 'Lưng Chừng', 'Phần']"
"Có thể đặt tên nôm na 3 phần theo số thứ tự trong cuốn Tạp văn mới của Nguyễn Nhật Ánh “Sương khói quê nhà”: Tình quê, Người thân, và Những chuyến đi.34 bài báo, viết từ 2010 đến nay, về các đề tài khác nhau. Những nhớ thương miền quê nghèo Quảng Nam qua kỷ niệm thời thơ bé; tình đời , tình người; tình thâm với bạn văn và những người mà anh yêu quý. Là những suy ngẫm của a","['Nguyễn Nhật Ánh', 'Quảng Nam']"
"Kính Vạn Hoa ra mắt lần này có gì mới? Cũng như ống kính vạn hoa mà mỗi lần lắc lại hoá ra một bông hoa khác nhau, những tập truyện trong Kính Vạn Hoa qua bàn tay nhà ảo thuật Nguyễn Nhật Ánh cũng có một dáng vẻ tươi mới như thế sau mỗi lần xuất hiện.Mỗi tập bao gồm 6 câu chuyện được minh họa bởi Nhóm Cỏ ba lá. Những minh họa này được lựa chọn từ rất nhiều những minh họa v","['Kính Vạn Hoa', 'Kính Vạn Hoa', 'Nguyễn Nhật Ánh', 'Nhóm']"
"Buriam, sứ giả thứ tư của trùm Bastu, bị phát hiện chính là vị giáo sư khả ái Hailixiro và sau đó đã bị bắt. Suốt một thời gian dài hắn đã bắt cóc con trai của cô Kemli Trinh, giáo viên trường Đămri, rồi dùng thuật Quỷ mộng để sai khiến cô làm việc cho hắn. Thầy N'Trang Long, hiệu trưởng, phải nhờ cặp ma nhoc song sinh Pôcô - Pôca mới bắt được Buriam. Nhưng đứa con của cô ","['Buriam', 'Bastu', 'Hailixiro', 'Kemli Trinh', 'Đămri', 'Quỷ', 'Trang Long', 'Pôcô', 'Pôca', 'Buriam']"
"Sau khi ăn quả táo vàng ở núi Lưng Chừng, Nguyên và Kăply đã chính thức trở thành ""Chiến binh giữ đền"" (CBGD) - trình độ pháp thuật ngang ngửa với các siêu phù thủy hạng nhất ở xứ Lang Biang. Cùng lúc đó, nhiều bí mật được vén màn: trùm Bastu lâu nay chính là Ka Ming, còn sứ giả Badd là do Thủ lĩnh phe Ánh Sáng K'Rahlan giả trang. Và giáo sư nhóc tì Akô Nô chính là phân nử","['Lưng Chừng', 'Nguyên', 'Kăply', 'Lang Biang', 'Bastu', 'Ka Ming', 'Badd', 'Ánh Sáng', 'Rahlan', 'Akô Nô']"
"Thương nhớ Trà Long vẫn mang những chân tình, lãng mạn y như phong cách thường thấy của Nguyễn Nhật Ánh. Câu chuyện đầy ắp tình yêu với mưa, với lá, với ngôi nhà cũ, cuốn sách xưa, cùng nỗi nhớ quê và những kỷ niệm thuở nhỏ... được thể hiện rõ nét trong từng con chữ. Vẫn là những khung cảnh quen thuộc của miền Trung thân thương, vẫn là những địa danh chẳng còn xa lạ như Tr","['Trà Long', 'Nguyễn Nhật Ánh', 'Vẫn', 'Trung', 'Tr']"
"Phần kết của series chuyện với rất nhiều nút thắt được mở ra. Trùm Bastu chính là Pô Palay Tàn phế, tên trùm Hắc Ám được cho rằng là đã chết cách đây 300 năm dưới tay của Đại tiên ông Mackeno (chính là thầy N'Trang Long), anh trai của hắn. Ông K'Tul, một nhân vật bí hiểm, cha của K'Tub, lại là tay sai của Bastu. Bastu đã luyện được thần chú ""Cực lạc tiêu diêu"", một loại th","['Pô', 'Palay', 'Hắc Ám', 'Đại', 'Mackeno', 'N', 'Trang Long', 'Tul', 'Bastu']"
"Tràn ngập không khí bóng đá, không khí vỉa hè… đậm mùi hào hiệp, thượng võ. Lẽ dĩ nhiên như cuộc đời, có đâu đó những mưu toan nhỏ nhen, những trò chơi bẩn… không đáng mặt anh hào. Nhưng…. (chữ nhưng dành cho sự khám phá của các bạn)“Chưa tới ba giờ chiều, trời còn nắng chang chang, các cầu thủ của hai đội “Mũi tên vàng” và “Sư tử” đã tới ngồi chầu rìa cạnh sân bóng phường",[]
Nhà nhỏ Hạnh vừa xin được một chú cún con. Tai cún con rất dài. Nhỏ Hạnh đặt tên là Tai To. Nhưng Tai To rất nghịch nên thằng Tùng em nhỏ Hạnh căm lắm. Nó tìm mọi cách để hành hạ Tai To. Những trò tai ác của thằng Tùng khiến nhỏ Hạnh vô cùng xót ruột. Nó tìm mọi cách để ngăn cản nhưng vô hiệu. Cho đến một hôm...,"['Hạnh', 'Nhỏ Hạnh', 'Tai To', 'Tai To', 'Tùng', 'Hạnh', 'Tai To', 'Tùng', 'Hạnh']"
"Quý ròm và Tiểu Long là một đôi bạn thân. Một hôm Quý ròm thấy bạn thân của mình buồn buồn. Theo gặng hỏi mãi, Quý ròm mới biết Tiểu Long đang cần tiền để mua con gấu bông cho em gái. Quý ròm lập tức nghĩ cách giúp bạn: Nó tổ chức biểu diễn ảo thuật có bán vé tại nhà. Buổi biểu diễn đang suôn sẻ thì tai họa thình lình ập đến...","['Quý', 'Tiểu Long', 'Quý', 'Quý', 'Tiểu Long']"
"Trong lớp Quý ròm là một học sinh ""siêu toán"", thường được nhà trường cử đi tham gia các cuộc thi học sinh giỏi toán toàn thành. Trong khi đó Tiều Long lại sợ học toán đến nỗi cứ thấy môn toán là ""hết muốn sống"", Quý ròm không thể chấp nhận tình trạng đó. Nó đề nghị kèm Tiểu Long học. Nhưng Tiểu Long lại bất ngờ từ chối...","['Quý', 'Tiều Long', 'Tiểu Long', 'Tiểu Long']"
"Được tin anh mình làm cho một con búp bê biết bò, nhỏ Diệp đem ra trường khoe bạn. Nhưng ngay lần ""biểu diễn"" đầu tiên, con búp bê đã bị một thằng nhóc đi ngang đá tan tành. Nhỏ Diệp mếu máo kêu anh. Nhưng thằng nhóc kia làm Qúy ròm hoảng vía. May làm sao, Tiểu Long thình lình xuất hiện...","['Diệp', 'Nhỏ Diệp', 'Qúy', 'Tiểu Long']"
"Vòng Ngọc Thạch Anh là một học sinh con nhà giàu nhưng lười học. Để kiếm thêm tiền chơi điện tử, Quới Lương đã nhận chép bài thuê cho Thạch Anh. Sự việc bị phát hiện, mọi người tỏ vẻ khinh bỉ Quới Lương khiến cậu ta tỏ ra rất buồn. Tuy nhiên, Thạch Anh đã nhận ra tai hại của việc chép bài thuê nên sau đó đã tự nhận chép bài đầy đủ. Và Thạch Anh vẫn luôn quý mến Quới Lương,","['Vòng', 'Ngọc Thạch Anh', 'Quới Lương', 'Thạch Anh', 'Quới', 'Lương', 'Thạch Anh', 'Thạch Anh', 'Quới Lương']"
Quý ròm đóng vai Bao Công xử các vụ án trong lớp. Cuộc xử án đang hồi gay cấn thì cô giáo Trinh bước vào...,['Trinh']
"Quý ròm theo Tiểu Long về quê thăm ông. Trên đường vào làng, thấy một đứa bé đang bị một bọn vây đánh, Tiểu Long và Quý ròm liền ra tay can thiệp, vô tình ""gây thù chuốc oán"" với Tắc Kè Bông, thủ lĩnh bọn trẻ trong xóm. Bao nhiêu phiền phức từ đó sinh ra.","['Tiểu Long', 'Tiểu Long', 'Tắc Kè', 'Bông']"
"Theo lời thằng Lượm thì ngôi nhà hoang trên đồi Cắt Cỏ là nơi nhiều âm khí, cứ đến tối thứ bảy hàng tuần là lũ ma lại hiện lên đốt đèn bày tiệc. Bọn trẻ trong làng sợ ""ngôi nhà ma"" đến mức không đứa nào dám thả trâu bò ăn sát chân đồi. Vậy mà một hôm tức khí, Quý ròm một mình xồng xộc tiến lên đồi...","['Lượm', 'Cắt Cỏ', 'Quý']"
"Quý ròm và Tiểu Long và nhỏ Hạnh được gia đình cho đi nghỉ mát ở Vũng Tàu một tuần. Ngay buổi sáng dầu tiên, ba người bạn nhỏ của chúng ta đã hoảng vía khi phát hiện trên vách chùa Phật nằm những câu thơ kỳ bí đầy hăm dọa. Ai đã viết ra những câu thơ đó? Với mục đích gì? Bằng những suy luận thông minh, các bạn nhỏ dần dần lần ra dấu vết.","['Quý', 'Tiểu Long', 'Hạnh', 'Vũng Tàu', 'Phật']"
"Tập 2:- Ông thầy khó tính.- Xin lỗi mày, Tai To.- Người bạn lạ lùng.",['Tai To']
Tập 4:- Cô giáo Trinh.- Theo dấu chim ưng.- Tiền chuộc.,['Trinh']
"Ra mắt tập đầu tiên từ cuối năm 1995, cho đến nay, Kính Vạn Hoa vẫn giữ kỷ lục là bộ sách dài tập nhất cho thiếu nhi, với số lượng lên tới hàng triệu bản in. Đây là lần tái bản thứ 15 của bộ sách.Ấn bản mới gồm 18 tập với minh họa của họa sĩ Đỗ Hoàng Tường - bạn tri âm tri kỷ, người đồng hành với các tác phẩm của nhà văn Nguyễn Nhật Ánh suốt hơn ba thập kỷ qua. Những minh ","['Kính Vạn Hoa', 'Đỗ Hoàng Tường', 'Nguyễn Nhật Ánh']"
Tập 13:- Lớp phó trật tự.- Mẹ vắng nhà.- Đoàn kịch tỉnh lẻ.,['Đoàn']
"Thằng Cung là một thằng thù dai. Vụ thi hoạt cảnh năm ngoái đã qua lâu rồi nhưng nó vẫn nhớ mãi mối hận khom lưng làm voi cho con nhỏ KIm Em chễm chệ. Sau vụ đó, nó cứ khục khặc với Kim Em suốt. Nhưng đến cái ngày tụi con trai bên lớp 9A3 bắt đầu để ý đến đám con gái lớp 9A4 và một đứa bạo gan chuyển giấy cho nhỏ Kim Em thì Cung hoàn toàn thay đổi...","['Cung', 'KIm Em', 'Kim Em', 'Kim Em']"
Tập 3:- Bí mật kẻ trộm.- Bắt đền hoa sứ.- Con mả con ma.,[]
